id;purchased;is_female;cust_membership;age;income;marketing;population;cnt_purch;frq_purch;mfrq_shop;basket_mval;frq_purch_chemia;frq_purch_newsstand;frq_purch_meat;frq_purch_frozen;frq_purch_dairy;frq_purch_beverages;frq_purch_bakery;frq_purch_household_goods;frq_purch_vegs_and_fruits;prc_purch_nrst_shop;mdist_to_shop
09ZqhVqNl8if;FALSE;FALSE;402;45;4000;yes;301834;46;0.114427860696517;0.5;28.740652173913;0.130434782608696;0.434782608695652;0.152173913043478;0.108695652173913;0.326086956521739;0.565217391304348;0.478260869565217;0.130434782608696;0.130434782608696;0.0217391304347826;81409.202885745
09d9MBhAFFqm;TRUE;TRUE;598;39;2297;yes;1735442;69;0.115384615384615;0.942028985507246;57.863768115942;0.739130434782609;0.188405797101449;0.652173913043478;1;0.289855072463768;0.449275362318841;0.420289855072464;0.623188405797101;0.855072463768116;0.0144927536231884;13481.1031110404
09eUds2Si9No;TRUE;FALSE;216;48;5032;yes;45025;27;0.125;0.851851851851852;62.3992592592593;0.740740740740741;0.148148148148148;0.740740740740741;1.11111111111111;0.259259259259259;0.148148148148148;0.0740740740740741;0.777777777777778;0.592592592592593;0.037037037037037;46520.7072414497
0AfEgxaWHM79;FALSE;FALSE;594;35;6268;yes;108605;20;0.0336700336700337;0.75;59.1625;0.4;0.4;0.45;0.7;0.35;0.45;0.35;0.3;0.65;0.05;223369.686174971
0B8zJOQBFWPc;FALSE;TRUE;922;48;4251;no;634487;106;0.114967462039046;0.89622641509434;64.6762264150943;0.820754716981132;0.19811320754717;0.830188679245283;1.07547169811321;0.235849056603774;0.179245283018868;0.254716981132075;0.886792452830189;0.726415094339623;0.0188679245283019;25926.0322703232
0BU3jAIOh5uw;FALSE;TRUE;578;44;4828;yes;2729;34;0.0588235294117647;0.647058823529412;49.4535294117647;0.470588235294118;0.352941176470588;0.5;0.352941176470588;0.441176470588235;0.441176470588235;0.5;0.470588235294118;0.411764705882353;0.0294117647058824;125348.715863417
0C9qVsUTcDMN;FALSE;TRUE;270;37;2584;yes;461489;19;0.0703703703703704;0.526315789473684;36.4068421052632;0.210526315789474;0.578947368421053;0.210526315789474;0.263157894736842;0.210526315789474;0.473684210526316;0.526315789473684;0.105263157894737;0.157894736842105;0.0526315789473684;205091.531493271
0CT5dLOekEfZ;FALSE;TRUE;891;46;5022;yes;203158;42;0.0471380471380471;0.761904761904762;40.7142857142857;0.428571428571429;0.571428571428571;0.523809523809524;0.476190476190476;0.476190476190476;0.571428571428571;0.285714285714286;0.428571428571429;0.476190476190476;0.761904761904762;89378.4102476745
0Cv6lkQVh1GJ;FALSE;FALSE;814;48;3482;yes;761873;58;0.0712530712530713;0.879310344827586;54.4668965517241;0.827586206896552;0.327586206896552;0.689655172413793;0.827586206896552;0.224137931034483;0.137931034482759;0.103448275862069;0.706896551724138;0.810344827586207;0.0172413793103448;25422.8487782984
0D4uTRNTQi19;FALSE;FALSE;456;40;3840;yes;44585;21;0.0460526315789474;0.666666666666667;28.5704761904762;0.333333333333333;0.238095238095238;0.380952380952381;0.428571428571429;0.238095238095238;0.619047619047619;0.19047619047619;0.285714285714286;0.476190476190476;0.142857142857143;118731.374090575
0DoV5OVMZ9ma;FALSE;FALSE;746;40;4968;yes;140052;71;0.0951742627345844;0.873239436619718;61.4740845070422;0.647887323943662;0.253521126760563;0.647887323943662;0.887323943661972;0.211267605633803;0.267605633802817;0.225352112676056;0.661971830985915;0.605633802816901;0.0140845070422535;52907.4245367607
0DvDGJxRIFeQ;TRUE;TRUE;642;42;3158;yes;47602;66;0.102803738317757;0.909090909090909;55.0915151515152;0.878787878787879;0.0909090909090909;0.681818181818182;0.96969696969697;0.348484848484849;0.196969696969697;0.257575757575758;0.621212121212121;0.651515151515151;0.0151515151515152;40972.8832128954
0EAB1GQuhlMM;FALSE;FALSE;862;35;3519;yes;1735442;48;0.0556844547563805;0.479166666666667;19.6172916666667;0.0833333333333333;0.520833333333333;0.104166666666667;0.0833333333333333;0.479166666666667;0.395833333333333;0.541666666666667;0.208333333333333;0.104166666666667;0.0625;123010.637105303
0ELA8dVp12hx;TRUE;FALSE;506;46;4344;no;2905;19;0.0375494071146245;0.578947368421053;33.8578947368421;0.157894736842105;0.210526315789474;0.263157894736842;0.526315789473684;0.315789473684211;0.368421052631579;0.315789473684211;0.473684210526316;0.631578947368421;0.0526315789473684;108790.822697449
0EWbopYudpoN;FALSE;FALSE;236;41;3556;yes;7684;12;0.0508474576271186;0.583333333333333;35.6558333333333;0.5;0.166666666666667;0.333333333333333;0.5;0.833333333333333;0.416666666666667;0.0833333333333333;0.416666666666667;0.416666666666667;0.0833333333333333;119329.787035501
0Ej38o458qUQ;FALSE;TRUE;706;39;5622;yes;108605;26;0.0368271954674221;0.884615384615385;30.4480769230769;0.423076923076923;0.346153846153846;0.269230769230769;0.346153846153846;0.884615384615385;0.461538461538462;0.5;0.461538461538462;0.461538461538462;0.0769230769230769;193933.380087907
0F2xpsyrm7TB;FALSE;FALSE;110;38;4567;yes;37389;13;0.118181818181818;0.923076923076923;53.6130769230769;0.769230769230769;0.153846153846154;0.461538461538462;0.923076923076923;0.153846153846154;0.461538461538462;0.153846153846154;0.769230769230769;1;0.0769230769230769;40566.4447861992
0F6c2cLhMaKk;FALSE;TRUE;855;53;3149;yes;20194;82;0.095906432748538;0.914634146341463;62.520243902439;0.792682926829268;0.207317073170732;0.597560975609756;1.1219512195122;0.219512195121951;0.329268292682927;0.268292682926829;0.670731707317073;0.780487804878049;0.914634146341463;36189.5293329534
0FjT8pfIXY5l;TRUE;TRUE;867;42;6015;yes;761873;143;0.164936562860438;0.909090909090909;61.7817482517483;0.692307692307692;0.20979020979021;0.846153846153846;1.02797202797203;0.272727272727273;0.314685314685315;0.188811188811189;0.79020979020979;0.643356643356643;0.00699300699300699;25177.1354485737
0Fr7OS3gSw3k;FALSE;FALSE;694;45;4129;yes;21565;35;0.0504322766570605;0.828571428571429;39.8708571428571;0.428571428571429;0.257142857142857;0.314285714285714;0.514285714285714;0.542857142857143;0.342857142857143;0.428571428571429;0.485714285714286;0.371428571428571;0.0285714285714286;254672.820142724
0GOobqLrU1PT;FALSE;FALSE;514;38;4451;yes;46720;13;0.0252918287937743;0.692307692307692;59.3269230769231;0.0769230769230769;0.153846153846154;0.769230769230769;0.307692307692308;0.461538461538462;0.384615384615385;0.461538461538462;0.692307692307692;0.615384615384615;0.0769230769230769;265988.227985728
0HUNORwYaS9u;TRUE;TRUE;595;46;6402;yes;8703;17;0.0285714285714286;0.764705882352941;59.0876470588235;0.235294117647059;0.411764705882353;0.470588235294118;0.411764705882353;0.470588235294118;0.352941176470588;0.411764705882353;0.764705882352941;0.588235294117647;0.0588235294117647;174501.734251396
0I3X2oP3EIZG;TRUE;TRUE;241;39;3320;yes;545680;18;0.0746887966804979;1;62.3594444444444;1.05555555555556;0.388888888888889;0.555555555555556;1;0;0.333333333333333;0.0555555555555556;0.944444444444444;0.555555555555556;1;48065.4708654788
0ISEU6idUlS2;TRUE;FALSE;623;44;4761;yes;47602;71;0.113964686998395;0.394366197183099;34.2057746478873;0.126760563380282;0.47887323943662;0.140845070422535;0.169014084507042;0.464788732394366;0.380281690140845;0.633802816901408;0.169014084507042;0.183098591549296;0.0140845070422535;249986.765315339
0InsJhFKDR9j;TRUE;TRUE;450;44;7220;yes;16617;57;0.126666666666667;0.894736842105263;61.1791228070175;0.719298245614035;0.192982456140351;0.614035087719298;1.28070175438596;0.210526315789474;0.245614035087719;0.368421052631579;0.56140350877193;0.789473684210526;0.0175438596491228;32992.4574746673
0JOPN2maR6gh;TRUE;FALSE;790;43;5156;yes;184415;52;0.0658227848101266;0.519230769230769;28.3858823529412;0.0576923076923077;0.307692307692308;0.173076923076923;0.134615384615385;0.519230769230769;0.365384615384615;0.5;0.153846153846154;0.0961538461538462;0.0192307692307692;100481.322965977
0KzAQOcrmowe;TRUE;TRUE;129;45;3756;yes;1735442;19;0.147286821705426;1;53.981052631579;0.631578947368421;0.157894736842105;0.736842105263158;0.631578947368421;0.263157894736842;0.315789473684211;0.263157894736842;0.842105263157895;0.947368421052632;1;0
0KzjvRsYDuec;FALSE;FALSE;288;44;3463;yes;7201;7;0.0243055555555556;0.857142857142857;18.8328571428571;0.714285714285714;0.428571428571429;0;0.285714285714286;1;0.571428571428571;0.571428571428571;0.142857142857143;0.142857142857143;0.857142857142857;189871.272618432
0L1KRwNKWMRG;FALSE;FALSE;361;40;4786;yes;1735442;47;0.130193905817175;0.595744680851064;31.8831914893617;0.148936170212766;0.468085106382979;0.0638297872340425;0.0851063829787234;0.48936170212766;0.446808510638298;0.574468085106383;0.148936170212766;0.0851063829787234;0.0212765957446809;74216.188468468
0LFMV0pLABhI;FALSE;TRUE;838;48;3598;yes;110337;58;0.0692124105011933;0.931034482758621;58.2531034482759;0.568965517241379;0.241379310344828;0.672413793103448;0.724137931034483;0.155172413793103;0.293103448275862;0.396551724137931;0.896551724137931;0.706896551724138;0.931034482758621;19906.6382718587
0LHXCXhaafqn;TRUE;TRUE;963;49;4308;no;1735442;117;0.121495327102804;0.905982905982906;60.4315384615385;0.726495726495726;0.239316239316239;0.777777777777778;1.05982905982906;0.145299145299145;0.290598290598291;0.341880341880342;0.641025641025641;0.769230769230769;0.00854700854700855;23529.8775224114
0LMzaDnDqU3s;FALSE;TRUE;674;43;3026;no;31942;90;0.13353115727003;0.944444444444444;66.4472222222222;0.666666666666667;0.366666666666667;0.8;0.9;0.188888888888889;0.233333333333333;0.311111111111111;0.811111111111111;0.666666666666667;0.0111111111111111;35668.0779725001
0Lr3zTRAhNEC;FALSE;TRUE;272;37;4865;no;198857;31;0.113970588235294;0.903225806451613;62.6412903225807;0.645161290322581;0.161290322580645;0.709677419354839;1.38709677419355;0.258064516129032;0.129032258064516;0.354838709677419;0.709677419354839;0.709677419354839;0.032258064516129;17659.1401504689
0MMgA8yj3Oh5;FALSE;TRUE;693;47;3565;no;10308;41;0.0591630591630592;0.707317073170732;52.330243902439;0.365853658536585;0.463414634146341;0.439024390243902;0.439024390243902;0.463414634146341;0.463414634146341;0.658536585365854;0.317073170731707;0.463414634146341;0.707317073170732;146630.81222046
0MnN3coEHGKr;TRUE;FALSE;627;38;7877;yes;545680;35;0.0558213716108453;0.771428571428571;37.7914285714286;0.457142857142857;0.342857142857143;0.257142857142857;0.285714285714286;0.428571428571429;0.371428571428571;0.571428571428571;0.371428571428571;0.457142857142857;0.0285714285714286;89355.8962833601
0Ms0KOKg9pPz;FALSE;TRUE;926;50;4690;yes;140052;85;0.091792656587473;0.894117647058824;66.9783529411765;0.6;0.235294117647059;0.882352941176471;0.894117647058824;0.294117647058824;0.247058823529412;0.176470588235294;0.905882352941176;0.741176470588235;0.0117647058823529;51769.5110125487
0MuKdLhtuN2c;FALSE;FALSE;798;45;2615;yes;28255;22;0.0275689223057644;0.681818181818182;34.9004545454545;0.363636363636364;0.5;0.227272727272727;0.409090909090909;0.5;0.363636363636364;0.409090909090909;0.363636363636364;0.272727272727273;0.0454545454545455;134883.831575642
0N33jBCZqNHy;FALSE;FALSE;289;41;4985;yes;46934;16;0.055363321799308;0.75;59.875;0.25;0.375;0.5;0.125;0.375;0.4375;0.4375;0.375;0.5;0.75;131331.277145582
0N652OODZWxI;FALSE;FALSE;258;45;3825;yes;357652;16;0.062015503875969;0.5625;37.46875;0.3125;0.25;0.625;0.3125;0.25;0.5625;0.3125;0.375;0.25;0.5625;150878.599304098
0NUEFbUZb7kl;FALSE;TRUE;654;45;3582;no;341722;33;0.0504587155963303;0.696969696969697;57.6148484848485;0.484848484848485;0.393939393939394;0.484848484848485;0.303030303030303;0.393939393939394;0.696969696969697;0.454545454545455;0.272727272727273;0.363636363636364;0.0303030303030303;142169.79927804
0NUkl0ZGUGkG;TRUE;TRUE;802;45;3912;yes;108605;31;0.0386533665835411;0.612903225806452;56.2206451612903;0.451612903225806;0.516129032258065;0.548387096774194;0.354838709677419;0.290322580645161;0.387096774193548;0.612903225806452;0.483870967741935;0.580645161290323;0.0645161290322581;262872.598385108
0OXmhgiyBIxt;TRUE;TRUE;203;51;4928;no;39571;5;0.0246305418719212;0.4;27.664;0.4;0.2;0.4;0.4;0.4;0.6;1;0.8;0.2;0.2;231578.509234499
0OZOoFjnMSop;TRUE;FALSE;334;42;5464;yes;123376;36;0.107784431137725;0.944444444444444;45.4252777777778;0.611111111111111;0.166666666666667;0.75;0.75;0.25;0.277777777777778;0.194444444444444;0.722222222222222;0.666666666666667;0.944444444444444;14024.3987846507
0ObEliYmfdXI;TRUE;TRUE;848;47;5073;yes;48327;18;0.0212264150943396;0.5;36.0855555555556;0.333333333333333;0.388888888888889;0.333333333333333;0.777777777777778;0.444444444444444;0.5;0.611111111111111;0.333333333333333;0.555555555555556;0.5;188162.311101459
0Oi9Ky6Gtgnb;FALSE;TRUE;973;42;2663;no;128621;76;0.0781089414182939;0.894736842105263;63.4118421052632;0.763157894736842;0.328947368421053;0.763157894736842;1.05263157894737;0.171052631578947;0.184210526315789;0.184210526315789;0.631578947368421;0.578947368421053;0.0131578947368421;33855.6559599327
0OxLG31Pq6Mt;TRUE;TRUE;520;41;4215;yes;247820;45;0.0865384615384615;0.888888888888889;59.2871111111111;0.688888888888889;0.133333333333333;0.866666666666667;1.31111111111111;0.133333333333333;0.288888888888889;0.244444444444444;0.777777777777778;0.733333333333333;0.0222222222222222;42548.9406031777
0P5MSTZI9Btf;FALSE;TRUE;228;48;6244;yes;1735442;30;0.131578947368421;1;66.827;0.8;0.266666666666667;0.466666666666667;0.933333333333333;0.2;0.3;0.3;0.733333333333333;0.9;1;0
0PGj0UjEH2bn;FALSE;FALSE;713;44;4180;no;1735442;83;0.1164095371669;0.409638554216867;30.5619512195122;0.120481927710843;0.457831325301205;0.0963855421686747;0.132530120481928;0.493975903614458;0.578313253012048;0.373493975903614;0.192771084337349;0.072289156626506;0.0240963855421687;121335.488583087
0QC123S2BzT8;FALSE;FALSE;99;51;4547;no;108605;3;0.0303030303030303;1;25.3033333333333;1;0;0;0.333333333333333;0.333333333333333;0.333333333333333;0;0.333333333333333;0.666666666666667;1;157154.395547238
0QWbYSdHlOky;FALSE;FALSE;489;41;5121;yes;341722;12;0.0245398773006135;0.75;40.2883333333333;0.166666666666667;0.416666666666667;0.416666666666667;0.25;0.166666666666667;0.333333333333333;0.166666666666667;0.666666666666667;0.583333333333333;0.166666666666667;120344.034290483
0QbiSJD8NhPk;FALSE;TRUE;511;35;2691;yes;122368;19;0.0371819960861057;0.789473684210526;43.5768421052632;0.315789473684211;0.631578947368421;0.578947368421053;0.526315789473684;0.578947368421053;0.578947368421053;0.263157894736842;0.263157894736842;0.315789473684211;0.0526315789473684;118255.178894933
0QnKPvt83VWq;TRUE;FALSE;581;37;4925;yes;54272;87;0.14974182444062;0.873563218390805;57.3006896551724;0.770114942528736;0.264367816091954;0.655172413793103;0.908045977011494;0.229885057471264;0.252873563218391;0.28735632183908;0.597701149425287;0.563218390804598;0.0114942528735632;19575.6807844558
0QukzxSytgqg;TRUE;TRUE;282;45;6088;yes;68634;25;0.0886524822695035;0.88;55.2504;0.88;0.16;0.88;0.8;0.28;0.24;0.12;0.56;0.84;0.04;10527.608546199
0R2okrsWOhQ4;TRUE;TRUE;562;44;3513;yes;634487;39;0.0693950177935943;0.82051282051282;58.5771794871795;0.769230769230769;0.307692307692308;0.641025641025641;0.948717948717949;0.256410256410256;0.282051282051282;0.0769230769230769;0.897435897435897;0.769230769230769;0.0256410256410256;50870.2394380915
0RMFAnhGFT2F;TRUE;FALSE;912;40;3465;yes;4919;20;0.0219298245614035;0.8;36.017;0.65;0.4;0.55;0.25;0.35;0.35;0.25;0.25;0.3;0.05;296547.106653119
0RdHk58KTLx8;FALSE;FALSE;531;34;2878;yes;1735442;74;0.139359698681733;0.918918918918919;59.9185135135135;0.689189189189189;0.216216216216216;0.608108108108108;0.891891891891892;0.283783783783784;0.162162162162162;0.202702702702703;0.621621621621622;0.810810810810811;0.918918918918919;15418.2699514186
0RsDhYxhxAqp;FALSE;FALSE;664;43;6066;yes;73658;39;0.0587349397590361;0.641025641025641;35.004358974359;0.435897435897436;0.435897435897436;0.256410256410256;0.41025641025641;0.256410256410256;0.205128205128205;0.282051282051282;0.358974358974359;0.512820512820513;0.0512820512820513;144450.058589433
0S6aAhGTLs32;TRUE;TRUE;705;43;4101;yes;761873;95;0.134751773049645;0.863157894736842;70.6066315789474;0.831578947368421;0.168421052631579;0.831578947368421;0.726315789473684;0.378947368421053;0.221052631578947;0.189473684210526;0.8;0.768421052631579;0.0210526315789474;25250.180491376
0SP4w5OlBD3V;FALSE;TRUE;520;46;4335;yes;73658;10;0.0192307692307692;0.8;49.777;0.6;0.6;0.2;0.3;1.1;0.2;0.1;0.6;0.3;0.8;127653.918380216
0SWRM6WFLSwb;FALSE;FALSE;864;43;5802;yes;634487;97;0.112268518518519;0.948453608247423;59.4423711340206;0.680412371134021;0.206185567010309;0.742268041237113;0.938144329896907;0.175257731958763;0.247422680412371;0.298969072164948;0.65979381443299;0.65979381443299;0.0103092783505155;9623.01825280936
0Sgq0sBZKpm0;TRUE;TRUE;610;55;2838;no;172306;66;0.108196721311475;0.909090909090909;68.5845454545454;0.833333333333333;0.333333333333333;0.803030303030303;0.924242424242424;0.257575757575758;0.272727272727273;0.121212121212121;0.606060606060606;0.772727272727273;0.0151515151515152;18653.5872083939
0SpByrXCXxuU;TRUE;TRUE;720;43;3828;no;5767;15;0.0208333333333333;0.8;45.434;0.4;0.333333333333333;0.466666666666667;0.4;0.333333333333333;0.6;0.8;0.6;0.466666666666667;0.0666666666666667;75644.6442034025
0TVyIw4gayiU;FALSE;FALSE;769;43;4287;yes;247820;65;0.0845253576072822;0.876923076923077;61.99;0.8;0.2;0.569230769230769;0.753846153846154;0.215384615384615;0.169230769230769;0.153846153846154;0.738461538461539;0.861538461538462;0.0307692307692308;46067.0032317864
0UdrCSbEmfNW;TRUE;TRUE;972;40;2891;yes;247820;157;0.161522633744856;0.929936305732484;64.5187898089172;0.872611464968153;0.248407643312102;0.751592356687898;0.878980891719745;0.235668789808917;0.280254777070064;0.184713375796178;0.694267515923567;0.840764331210191;0.0191082802547771;25630.4394528561
0Uul5SwIxNgp;FALSE;TRUE;868;48;3569;no;8823;50;0.0576036866359447;0.64;50.3412;0.36;0.4;0.4;0.7;0.46;0.6;0.54;0.46;0.34;0.02;91505.2394582268
0UwkrU9aE2rP;FALSE;TRUE;722;39;4278;yes;97176;57;0.0789473684210526;0.894736842105263;75.1056140350877;0.596491228070175;0.368421052631579;0.842105263157895;1.05263157894737;0.298245614035088;0.280701754385965;0.333333333333333;0.684210526315789;0.807017543859649;0.894736842105263;31050.3845950079
0VEBtXtHU9pk;TRUE;FALSE;764;48;3671;yes;12769;51;0.0667539267015707;0.666666666666667;46.8539215686275;0.392156862745098;0.411764705882353;0.490196078431373;0.372549019607843;0.490196078431373;0.372549019607843;0.372549019607843;0.392156862745098;0.294117647058824;0.0196078431372549;271002.082249472
0VaxYfbawgm3;TRUE;TRUE;124;48;4522;yes;29735;17;0.137096774193548;0.882352941176471;66.4205882352941;0.705882352941177;0.176470588235294;0.823529411764706;0.823529411764706;0.176470588235294;0.176470588235294;0.294117647058824;0.647058823529412;0.764705882352941;0.882352941176471;57649.83509227
0Vuxb5oTjKL2;FALSE;TRUE;328;44;2904;no;74564;8;0.024390243902439;0.75;21.62125;0.25;0.25;0.125;0.625;0.25;0.375;0.375;0.625;0.25;0.75;87937.0235256051
0WeGBtRIKjuB;FALSE;FALSE;756;32;3784;yes;3005;43;0.0568783068783069;0.604651162790698;48.3732558139535;0.627906976744186;0.348837209302326;0.465116279069767;0.325581395348837;0.372093023255814;0.27906976744186;0.441860465116279;0.302325581395349;0.465116279069767;0.0232558139534884;229561.222520031
0XTA19uH6X2J;FALSE;TRUE;308;47;3120;no;295459;6;0.0194805194805195;0.5;46.9366666666667;0.833333333333333;0.666666666666667;0.5;0.333333333333333;0.333333333333333;0.333333333333333;0.666666666666667;0.5;0.333333333333333;0.166666666666667;311200.271338595
0XfblemLwzF4;TRUE;TRUE;729;39;4391;yes;54272;94;0.128943758573388;0.914893617021277;62.7312765957447;0.659574468085106;0.234042553191489;0.75531914893617;1.15957446808511;0.223404255319149;0.276595744680851;0.234042553191489;0.670212765957447;0.723404255319149;0.0106382978723404;20110.1460729425
0XjSEIePXVJY;FALSE;TRUE;836;42;3704;no;122224;33;0.0394736842105263;0.818181818181818;54.7406060606061;0.393939393939394;0.333333333333333;0.545454545454545;0.636363636363636;0.424242424242424;0.454545454545455;0.424242424242424;0.272727272727273;0.454545454545455;0.0303030303030303;66134.9003031581
0XmPLlL2PdIL;FALSE;FALSE;948;38;3018;no;33790;41;0.0432489451476793;0.75609756097561;51.9290243902439;0.414634146341463;0.463414634146341;0.439024390243902;0.414634146341463;0.292682926829268;0.414634146341463;0.317073170731707;0.414634146341463;0.536585365853659;0.75609756097561;134694.896313101
0YO4HIxvEXHg;FALSE;FALSE;859;37;4275;yes;1735442;87;0.10128055878929;0.436781609195402;22.7573563218391;0.126436781609195;0.505747126436782;0.0804597701149425;0.126436781609195;0.505747126436782;0.505747126436782;0.436781609195402;0.137931034482759;0.103448275862069;0.0689655172413793;102806.75095347
0YYw7qBRmiZr;TRUE;TRUE;542;47;4924;yes;36260;29;0.0535055350553506;0.689655172413793;39.3703448275862;0.448275862068966;0.310344827586207;0.448275862068966;0.379310344827586;0.758620689655172;0.551724137931034;0.482758620689655;0.586206896551724;0.413793103448276;0.0344827586206897;100551.646696562
0Z4Q4s8w75Ac;FALSE;TRUE;398;51;5214;yes;1949;25;0.0628140703517588;0.72;36.23;0.2;0.68;0.6;0.32;0.4;0.36;0.64;0.52;0.2;0.04;163600.067648533
0ZFNS6bkaTkk;FALSE;TRUE;896;44;3824;yes;28255;20;0.0223214285714286;0.6;48.996;0.3;0.4;0.75;0.45;0.45;0.35;0.4;0.5;0.4;0.1;114099.861976506
0ZGEmWUg3P24;TRUE;FALSE;504;37;2949;no;209274;53;0.10515873015873;0.962264150943396;53.9949056603774;0.471698113207547;0.188679245283019;0.754716981132076;0.69811320754717;0.245283018867925;0.226415094339623;0.264150943396226;0.641509433962264;0.811320754716981;0.962264150943396;12708.1187603166
0ZXnqW2bauuW;FALSE;TRUE;845;45;3942;yes;28255;133;0.157396449704142;0.909774436090226;68.027969924812;0.796992481203007;0.233082706766917;0.699248120300752;0.879699248120301;0.255639097744361;0.255639097744361;0.278195488721804;0.849624060150376;0.857142857142857;0.0150375939849624;66359.2245541422
0avBK1Lc6syq;FALSE;FALSE;893;42;3887;no;295459;15;0.0167973124300112;0.8;31.9126666666667;0.133333333333333;0.733333333333333;0.4;0.2;0.4;0.733333333333333;0.133333333333333;0.4;0.2;0.0666666666666667;212084.104191237
0bOXnHKuSKPh;FALSE;TRUE;510;55;3618;no;62840;22;0.0431372549019608;0.727272727272727;49.9959090909091;0.5;0.636363636363636;0.545454545454545;0.363636363636364;0.5;0.5;0.409090909090909;0.454545454545455;0.318181818181818;0.727272727272727;96818.571450271
0bo1yOCYJq0R;TRUE;TRUE;632;51;4947;yes;9586;39;0.0617088607594937;0.641025641025641;51.2266666666667;0.487179487179487;0.461538461538462;0.512820512820513;0.564102564102564;0.205128205128205;0.615384615384615;0.564102564102564;0.333333333333333;0.435897435897436;0.0256410256410256;133027.508880996
